;name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;firstAuthorFirstname;firstAuthorGender;BDSL_autortitel;BDSL_autor
70;bueschel-die-neue-messaline;ger000483;Q87986345;Büschel;0;Die neue Messaline;Trauerspiel in einem Akt;;https://de.wikisource.org/wiki/Die_neue_Messaline_(1788);;;;;1788;11;False;0.6636363636363636;0.2909090909090909;2.022.222.222.222.220;messaline|bella;2.909.090.909.090.900;4;;1788.0;5;11;2;9;0;;2;16;;14;0;0;4252;4121;93;85;0;Johann;male;0;0
71;bunge-der-trompeter-von-saekkingen;ger000219;Q5261231;Bunge;0;Der Trompeter von Säkkingen;Oper in 3 Akten, nebst einem Vorspiel;;http://www.textgridrep.org/textgrid:kssc.0;;;;;1884;19;True;0.8760369661298455;0.631578947368421;1.368.421.052.631.570;werner|conradin;1.136.842.105.263.150;2;1884;;18;19;3;12;4;;1;108;;4;2;3;7637;7458;39;0;1315;Rudolf;male;0;0
73;busoni-turandot;ger000145;Q2843864;Busoni;0;Turandot;Eine chinesische Fabel nach Gozzi in zwei Akten;;http://www.textgridrep.org/textgrid:ktrm.0;;;;;1917;16;True;0.9259615384615384;0.6333333333333333;13.916.666.666.666.600;kalaf;09. Mai;3;1917;1920.0;14;16;6;9;1;;1;76;;4;7;2;4505;4220;710;176;352;Ferruccio;male;1;13
74;castelli-jeitteles-der-schicksalsstrumpf;ger000523;Q104904334;Castelli;1;Der Schicksalsstrumpf;Tragödie in zwei Akten;Comedy;https://books.google.com/books?id=X8HI-fCDRkIC&printsec=frontcover;;;;;1818;6;False;0.8388888888888889;0.7333333333333333;12.666.666.666.666.600;kunigunde|roderich_i;36.666.666.666.666.600;2;;1818.0;5;6;1;4;1;;1;11;;27;0;2;13852;12938;1504;14;2224;Ignaz;male;0;5
75;chezy-der-neue-narziss;ger000584;Q112170260;Chézy;0;Der neue Narziß;Lustspiel in einem Aufzug;Comedy;https://de.wikisource.org/wiki/Der_neue_Narziß;;;;;1823;11;False;1.0;1.0;1.0;several characters;10.0;1;1823;1824.0;10;11;4;4;3;;1;55;;7;0;0;4776;4494;442;0;562;Helmina;female;0;27
76;chezy-euryanthe;ger000433;Q707737;Chézy;0;Euryanthe;Romantische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:kw8v.0;;;;;1823;12;True;0.841005291005291;0.6818181818181818;1.318.181.818.181.810;lysiart|adolar|chor;07. Mai;2;1823;;10;12;4;6;2;;1;45;;25;17;3;8939;7778;2683;0;1046;Helmina;female;2;27
77;chlumberg-die-fuehrer;ger000560;Q111371024;Chlumberg;0;Die Führer;Ein Schauspiel in vier Akten und einem Vorspiel;;http://www.textgridrep.org/textgrid:kw97.0;;;;;1919;31;False;0.7221843884557358;0.2279569892473118;21.763.440.860.215.000;bergmann;6.838.709.677.419.350;4;;1919.0;17;31;3;28;0;;1;106;;34;0;4;23692;23053;3552;1019;0;Hans;male;0;5
79;collin-balboa;ger000608;Q116922930;Collin;0;Balboa;Ein Trauerspiel in fünf Aufzügen;Tragedy;https://www.gutenberg.org/ebooks/49248;Unger;Berlin;1806.0;131.0;1805;15;False;0.7004665704665705;0.3714285714285714;17.904.761.904.761.900;pedrarias;05. Feb;3;1805;1806.0;11;15;2;10;3;;1;39;;33;0;5;17683;17328;942;0;2453;Heinrich;male;0;12
80;collin-coriolan;ger000474;Q67012293;Collin;0;Coriolan;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.deutschestextarchiv.de/collin_coriolan_1804;;;;;1802;16;False;0.7598304473304474;0.425;1.575;coriolan;6.375;2;1802;1804.0;15;16;2;14;0;;1;51;;33;0;5;20006;19579;691;0;2838;Heinrich;male;0;12
81;cornelius-der-barbier-von-bagdad;ger000318;Q463710;Cornelius;0;Der Barbier von Bagdad;Komische Oper in zwei Aufzügen;;http://www.textgridrep.org/textgrid:m08h.0;;;;;1858;18;True;0.8390319556986223;0.4836601307189542;15.163.398.692.810.400;kadi;8.222.222.222.222.220;2;1858;;15;18;3;12;3;;1;74;;20;10;2;7362;7001;1955;0;978;Peter;male;1;15
82;costenoble-die-katze-laesst-das-mausen-nicht;ger000591;Q113128710;Costenoble;0;Die Katze läßt das Mausen nicht;Lustspiel in einem Aufzuge. Fortsetzung des Bauerngutes;Comedy;https://books.google.com/books?id=lx515clPwbUC&pg=PA71;;;;;1811;5;False;0.9;0.9;01. Jan;knallerpaller|frau_timian|schnapps;03. Jun;2;;1811.0;4;5;1;4;0;;1;9;;20;0;0;6487;6347;525;288;33;Karl;male;0;1
83;cronegk-codrus;ger000501;Q96406217;Cronegk;0;Codrus;Ein Trauerspiel in fünf Aufzügen;Tragedy;https://books.google.com/books?id=MaRKAAAAcAAJ&pg=RA1-PP1;;;;;1758;10;False;0.8176190476190477;0.6;14.222.222.222.222.200;elisinde|codrus;05. Apr;3;1760;1758.0;8;10;2;8;0;;1;27;1754;38;1;5;16736;16367;731;0;1874;Johann;male;1;4
84;cronegk-der-misstrauische;ger000068;Q52893354;Cronegk;0;Der Mißtrauische;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:m0br.0;;;;;1760;7;False;1.0;1.0;1.0;several characters;6.0;1;1766;1760.0;6;7;2;5;0;;1;21;;35;0;5;25767;25499;883;749;0;Johann;male;0;4
85;dauthendey-die-spielereien-einer-kaiserin;ger000598;Q108612576;Dauthendey;0;Die Spielereien einer Kaiserin;Drama in vier Akten, einem Vorspiel und einem Epilog;;https://www.projekt-gutenberg.org/dauthend/spielere/spielere.html;Langen;München;1910.0;;1910;15;False;0.876980056980057;0.4761904761904761;15.238.095.238.095.200;katharina|menschikoff;6.666.666.666.666.660;2;1911;1910.0;14;15;3;12;0;;1;50;;6;0;4;36024;33599;6389;0;3291;Max;male;0;71
86;dehmel-die-menschenfreunde;ger000236;Q52893522;Dehmel;0;Die Menschenfreunde;Drama in drei Akten;;http://www.textgridrep.org/textgrid:m9xz.0;;;;;1917;8;False;0.9107142857142856;0.8928571428571429;11.071.428.571.428.500;several characters;Jun 25;2;1917;1917.0;7;8;1;7;0;;1;25;;3;0;3;15364;15199;1964;489;0;Richard;male;0;85
87;dehmel-michel-michael;ger000299;Q52893568;Dehmel;0;Michel Michael;Komödie in fünf Akten;Comedy;http://www.textgridrep.org/textgrid:mbmn.0;;;;;1911;35;False;0.8678830254712607;0.7126050420168067;12.873.949.579.831.900;eulenspiegel;24.228.571.428.571.400;2;1911;1911.0;34;35;5;25;5;;1;424;1909/1910;6;0;5;18719;18099;4333;0;2017;Richard;male;0;85
88;delpons-der-ahnherr;ger000489;Q89888632;d'Elpons;0;Der Ahnherr;Schwank in Einem Aufzuge;Comedy;https://de.wikisource.org/wiki/Der_Ahnherr;;;;;1819;4;False;1.0;1.0;1.0;several characters;3.0;1;;1819.0;3;4;0;4;0;;1;6;;10;0;0;3163;3024;237;177;0;Friedrich;male;0;0
89;devrient-die-gunst-des-augenblicks;ger000273;Q52893644;Devrient;0;Die Gunst des Augenblicks;Lustspiel in drei Akten;Comedy;http://www.textgridrep.org/textgrid:mgfp.0;;;;;1836;8;False;0.7714285714285715;0.6785714285714286;13.214.285.714.285.700;landrath;Apr 75;2;1836;1836.0;7;8;2;6;0;;1;19;;41;0;3;18282;17702;2058;956;24;Eduard;male;0;3
90;devrient-hans-heiling;ger000055;Q845843;Devrient;0;Hans Heiling;Romantische Oper in drei Aufzügen und einem Vorspiel;;http://www.textgridrep.org/textgrid:mgfk.0;;;;;1833;17;True;0.8557716793010911;0.5588235294117647;14.558.823.529.411.700;stephan;8.941.176.470.588.230;3;1833;;15;17;5;8;4;;1;76;;29;9;3;14069;12682;4269;156;1220;Eduard;male;0;3
91;dohm-die-ritter-vom-goldenen-kalb;ger000567;Q111765604;Dohm;0;Die Ritter vom Goldenen Kalb;Lustspiel in 1 Akt;Comedy;https://www.projekt-gutenberg.org/dohm/goldkalb/goldkalb.html;;;;;1879;6;False;0.8333333333333334;0.6666666666666666;13.333.333.333.333.300;herbert|hildegard;3.333.333.333.333.330;2;1879;1879.0;5;6;2;4;0;;1;10;;14;0;0;9210;8830;1022;362;0;Hedwig;female;0;103
92;dohm-ein-schuss-ins-schwarze;ger000568;Q111794941;Dohm;0;Ein Schuß in's Schwarze;Lustspiel in einem Akt;Comedy;https://www.projekt-gutenberg.org/dohm/schuss/index.html;;;;;1878;6;False;0.6666666666666666;0.6666666666666666;01. Apr;several characters;3.333.333.333.333.330;3;1879;1878.0;4;6;3;3;0;;1;10;;18;0;0;8551;8283;1210;375;5;Hedwig;female;0;103
93;dohm-vom-stamm-der-asra;ger000609;Q116821478;Dohm;0;Vom Stamm der Asra;Lustspiel in einem Act;Comedy;https://books.google.de/books?id=MBwus9H2a9EC&printsec=frontcover;Krause;Berlin;1875.0;54.0;1874;5;False;1.0;1.0;1.0;several characters;4.0;1;1874;1875.0;4;5;2;3;0;;1;10;;19;0;0;10115;9831;1008;498;0;Hedwig;female;0;103
94;dovsky-mona-lisa;ger000352;Q1943928;Dovsky;0;Mona Lisa;Oper in zwei Akten;;http://www.textgridrep.org/textgrid:mhq8.0;;;;;1915;20;True;0.9742690058479532;0.9421052631578948;10.578.947.368.421.000;several characters;17. Sep;2;1915;;19;20;6;10;4;;1;179;;2;4;2;6161;6034;0;0;1044;Beatrice;female;0;0
95;droste-huelshoff-perdu;ger000077;Q52893824;Droste-Hülshoff;0;Perdu! oder Dichter, Verleger und Blaustrümpfe;Lustspiel in einem Akte;Comedy;http://www.textgridrep.org/textgrid:mjbp.0;;;;;1840;10;False;0.7857142857142858;0.6444444444444445;01. Apr;seybold;05. Aug;3;1939;1886.0;8;10;5;5;0;;1;29;1840;14;0;0;15199;14937;2670;772;10;Annette;female;0;945
96;ebner-eschenbach-doctor-ritter;ger000611;Q116983809;Ebner-Eschenbach;0;Doctor Ritter;Dramatisches Gedicht in 1 Aufzuge;;https://books.google.com/books?id=Ii6-ttFFbbAC&printsec=frontcover;Reitmann;Wien;1869.0;28.0;1869;7;False;0.923809523809524;0.9047619047619048;10.952.380.952.380.900;several characters;5.428.571.428.571.420;2;1869;1869.0;6;7;2;4;1;;1;19;;6;0;1;4306;4154;247;24;542;Marie;female;0;390
97;eckartshausen-der-pudelhund;ger000524;Q105075429;Eckartshausen;0;Der Pudelhund;Ein Lustspiel in einem Aufzuge;Comedy;https://books.google.com/books?id=qF5IAAAAcAAJ&printsec=frontcover;;;;;1800;8;False;0.7761904761904762;0.6071428571428571;13.928.571.428.571.400;adolph;Apr 25;2;;1800.0;7;8;2;6;0;;1;17;;17;0;0;8525;8317;235;242;7;Karl;male;0;3
98;eichendorff-das-incognito;ger000335;Q52893965;Eichendorff;0;Das Incognito oder Die mehreren Könige oder Alt und Neu;Ein Puppenspiel;;http://www.textgridrep.org/textgrid:msdg.0;;;;;1843;57;False;0.9334537003689792;0.3220551378446115;18.803.258.145.363.400;koenig;18.035.087.719.298.200;3;;1901.0;41;57;3;49;5;;1;514;1840/1843;7;0;0;6119;5970;794;0;783;Joseph;male;0;1235
99;eichendorff-der-letzte-held-von-marienburg;ger000255;Q51386975;Eichendorff;0;Der letzte Held von Marienburg;Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:mr3k.0;;;;;1830;55;False;0.8261051701693763;0.2626262626262626;18.545.454.545.454.500;heinrich_von_plauen;14.181.818.181.818.100;3;1831;1830.0;41;55;6;49;0;;1;390;;18;0;5;24596;24026;2330;73;2863;Joseph;male;7;1235
100;eichendorff-die-freier;ger000118;Q52894138;Eichendorff;0;Die Freier;Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:msqv.0;;;;;1833;11;False;0.8383838383838385;0.7636363636363637;12.545.454.545.454.500;several characters;7.636.363.636.363.630;3;1849;1833.0;9;11;3;8;0;;1;42;;10;0;3;15820;15525;1630;479;493;Joseph;male;7;1235
101;engel-eid-und-pflicht;ger000262;Q52894275;Engel;0;Eid und Pflicht;Ein bürgerliches Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:mv7f.0;;;;;1776;11;False;0.8042568542568543;0.509090909090909;1.509.090.909.090.900;madame_welldorf|luise;5.090.909.090.909.090;3;1798;1803.0;9;11;3;8;0;;1;28;1776;37;0;5;17834;17540;1872;652;0;Johann;male;0;65
102;engelke-wala;ger000603;Q116215333;Engelke;0;Wala;;;https://www.projekt-gutenberg.org/engelke/wala/wala.html;Büchergilde Gutenberg;Frankfurt am Main;1961.0;13.0;1914;6;False;0.9;0.8666666666666667;11.333.333.333.333.300;setel|wala|brond;4.333.333.333.333.330;2;;;5;6;1;5;0;;1;13;1914;2;0;0;3150;2600;724;74;115;Gerrit;male;0;29
103;ernst-die-groesste-suende;ger000572;Q19183376;Ernst;0;Die größte Sünde;Drama in 5 Akten;;https://de.wikisource.org/wiki/Die_größte_Sünde;;;;;1895;16;False;0.6819940476190477;0.325;18.666.666.666.666.600;wolfgang;4.875;4;1895;1895.0;12;16;5;10;1;;1;39;;35;0;5;23957;22883;3575;969;0;Otto;male;0;60
107;essig-der-frauenmut;ger000276;Q52894780;Essig;0;Der Frauenmut;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:mvr3.0;;;;;1912;34;False;0.9197996359024954;0.5935828877005348;14.064.171.122.994.600;roland|femina_frau_kuenkeluen;1.958.823.529.411.760;2;1914;1912.0;33;34;21;13;0;;1;333;1910/1911;5;0;5;28632;28148;4436;1726;24;Hermann;male;0;6
108;essig-ueberteufel;ger000046;Q52894875;Essig;0;Überteufel;Tragödie in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:mvrf.0;;;;;1912;20;False;0.9216471995496764;0.8421052631578947;11.578.947.368.421.000;several characters;16.0;2;1923;1912.0;19;20;8;9;3;;1;160;1906;5;0;5;26973;26105;4178;1596;79;Hermann;male;0;6
109;fock-cili-cohrs;ger000203;Q51498134;Fock;0;Cili Cohrs;Irnsthaftig Spill;;http://www.textgridrep.org/textgrid:n0xc.0;;;;;1914;5;False;0.4333333333333334;0.5;01. Mai;cili;2.0;2;;1914.0;4;5;1;4;0;;1;5;;10;0;0;5687;5555;372;243;6;Gorch;male;0;28
110;fouque-aslauga;ger000471;Q59786089;Fouqué;0;Aslauga;Ein Heldenspiel in drei Abentheuren;;http://www.textgridrep.org/textgrid:n23j.0;;;;;1810;65;False;0.8957293775910544;0.2197115384615384;1.883.585.564.610.010;kriegsleute;1.406.153.846.153.840;3;;1810.0;35;65;9;51;5;;3;457;;19;0;3;16506;15731;723;4;2152;Friedrich;male;0;224
111;fouque-sigurd-der-schlangentoedter;ger000212;Q59786086;Fouqué;0;Sigurd, der Schlangentödter;Ein Heldenspiel in sechs Abentheuren;;http://www.textgridrep.org/textgrid:n23j.0;;;;;1808;26;False;0.8277397073383695;0.3076923076923077;17.384.615.384.615.300;sigurd;76.923.076.923.076.900;3;;1808.0;23;26;10;13;3;;1;100;;17;0;6;28926;26924;1137;0;3822;Friedrich;male;0;224
112;fouque-sigurds-rache;ger000470;Q59786088;Fouqué;0;Sigurds Rache;Ein Heldenspiel in sechs Abentheuren;;http://www.textgridrep.org/textgrid:n23j.0;;;;;1810;50;False;0.8797835618639249;0.3640816326530612;16.555.102.040.816.300;gudruna;17.84;3;;1810.0;44;50;8;41;1;;1;446;;11;0;6;22288;21664;1008;0;3042;Friedrich;male;0;224
113;freytag-der-gelehrte;ger000508;Q101018064;Freytag;0;Der Gelehrte;Trauerspiel in einem Act;Tragedy;https://books.google.com/books?id=gREpl62Am2UC&pg=PA113;;;;;1848;8;False;0.8458333333333333;0.5;01. Mai;walter;03. Mai;2;;1848.0;7;8;1;6;1;;1;14;1844;16;0;0;7075;6805;382;0;979;Gustav;male;2;315
114;freytag-die-journalisten;ger000365;Q50540645;Freytag;0;Die Journalisten;Lustspiel in vier Akten;Comedy;http://www.textgridrep.org/textgrid:n2k7.0;;;;;1852;24;False;0.8771016539764859;0.7391304347826086;12.608.695.652.173.900;bolz|bellmaus;17.0;2;1852;1854.0;23;24;5;19;0;;1;204;;7;1;4;27820;27425;2476;1065;13;Gustav;male;9;315
115;freytag-graf-waldemar;ger000233;Q51506918;Freytag;0;Graf Waldemar;Schauspiel in fünf Akten;;http://www.textgridrep.org/textgrid:n2kq.0;;;;;1848;19;False;0.8370854120080127;0.5555555555555556;14.444.444.444.444.400;waldemar;10.0;2;1848;1850.0;18;19;5;14;0;;1;95;1847;7;0;5;22794;22520;1528;785;0;Gustav;male;0;315
116;ganghofer-der-herrgottschnitzer-von-ammergau;ger000376;Q52895174;Ganghofer;0;Der Herrgottschnitzer von Ammergau;Volksschauspiel in 5 Aufzügen;;http://www.textgridrep.org/textgrid:n3cn.0;;;;;1880;22;False;0.7918212838385931;0.5454545454545454;14.761.904.761.904.700;loisl;11.454.545.454.545.400;3;1880;1880.0;19;22;7;15;0;;1;126;;47;0;5;23977;23286;2535;949;100;Ludwig;male;0;55
117;gehe-jessonda;ger000026;Q1409734;Gehe;0;Jessonda;Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:n3dj.0;;;;;1828;14;True;0.9420579420579422;0.9230769230769232;10.769.230.769.230.700;several characters;12.0;2;1828;;13;14;6;8;0;;1;84;;3;3;3;5007;4909;33;0;945;Eduard;male;0;1
120;gemmingen-hornberg-der-deutsche-hausvater;ger000189;Q52895487;Gemmingen-Hornberg;0;Der deutsche Hausvater oder die Familie;Ein Schauspiel;;http://www.textgridrep.org/textgrid:n7rr.0;;;;;1779;22;False;0.8302267177267176;0.341991341991342;17.532.467.532.467.500;karl|hausvater;7.181.818.181.818.180;3;1779;1780.0;16;22;6;16;0;;1;79;;40;0;7;20157;19198;1782;957;0;Otto;male;0;3
121;gerhaeuser-der-moloch;ger000398;Q52895614;Gerhäuser;0;Der Moloch;Musikalische Tragödie in drei Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:ndmr.0;;;;;1906;22;False;0.8367994379358016;0.3982683982683982;1.683.982.683.982.680;frauen|volk|teut;8.363.636.363.636.360;3;1906;;16;22;3;11;8;;1;92;;18;0;3;9625;9024;3377;0;1039;Emil;male;0;0
122;gerstenberg-ugolino;ger000032;Q1605849;Gerstenberg;0;Ugolino;Eine Tragödie in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:nds0.0;;;;;1768;4;False;1.0;1.0;1.0;several characters;3.0;1;1769;1768.0;3;4;0;4;0;;1;6;;5;1;5;15475;15385;926;727;28;Heinrich;male;5;26
123;gessner-evander-und-alcimna;ger000294;Q52113436;Gessner;0;Evander und Alcimna;Ein Schæferspiel;;http://www.textgridrep.org/textgrid:ndtw.0;;;;;1762;15;False;0.5094179894179894;0.2476190476190476;19.523.809.523.809.500;evander;3.466.666.666.666.660;3;;1762.0;10;15;4;11;0;;1;26;1762;19;0;3;8849;8692;231;304;44;Salomon;male;0;86
124;gleich-der-eheteufel-auf-reisen;ger000348;Q52114172;Gleich;0;Der Eheteufel auf Reisen;Lokales Zauberspiel mit Gesang in zwei Aufzügen;;http://www.textgridrep.org/textgrid:nfhm.0;;;;;1821;52;False;0.8579517704517704;0.1063348416289592;13.867.924.528.301.800;several characters;5.423.076.923.076.920;3;1821;1822.0;9;52;15;32;5;;6;141;;35;0;2;14096;13546;1175;482;124;Josef;male;0;6
125;goethe-clavigo;ger000157;Q466752;Goethe;0;Clavigo;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:11f81.0;;;;;1774;10;False;0.9059523809523812;0.8444444444444444;11.555.555.555.555.500;carlos|clavigo|beaumarchais;07. Jun;2;1774;1774.0;9;10;2;8;0;;1;38;;5;8;5;14028;13930;800;442;0;Johann;male;16;16766
126;goethe-das-jahrmarktsfest-zu-plundersweilern;ger000536;Q1678697;Goethe;0;Das Jahrmarktsfest zu Plundersweilern;Ein Schönbartspiel;Comedy;http://www.textgridrep.org/textgrid:11g68.0;;;;;1778;29;False;1.0;1.0;1.0;several characters;28.0;1;1778;1789.0;28;29;7;22;0;;1;406;1773/1778;1;1;0;4540;4446;244;0;641;Johann;male;6;16766
127;goethe-der-buergergeneral;ger000106;Q1192735;Goethe;0;Der Bürgergeneral;Ein Lustspiel in einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:11f9k.0;;;;;1793;7;False;0.923809523809524;0.9047619047619048;10.952.380.952.380.900;several characters;5.428.571.428.571.420;2;1793;1793.0;6;7;1;6;0;;1;19;1793;14;3;0;8298;8150;773;924;0;Johann;male;3;16766
128;goethe-der-grosskophta;ger000198;Q1194014;Goethe;0;Der Großkophta;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:11g5f.0;;;;;1791;32;False;0.815043963658031;0.219758064516129;18.459.657.701.711.400;domherr|der_ritter;68.125;3;1791;1792.0;21;32;6;24;2;;2;109;;37;1;5;23618;23047;2130;897;16;Johann;male;0;16766
129;goethe-der-triumph-der-empfindsamkeit;ger000130;Q1197615;Goethe;0;Der Triumph der Empfindsamkeit;Eine dramatische Grille;;http://www.textgridrep.org/textgrid:11h10.0;;;;;1778;14;False;0.8572974644403216;0.4725274725274725;15.934.065.934.065.900;mandandane;6.142.857.142.857.140;3;1778;1787.0;11;14;8;5;1;;1;43;1777;6;2;6;12013;11799;1413;406;509;Johann;male;12;16766
130;goethe-des-epimenides-erwachen;ger000458;Q54371386;Goethe;0;Des Epimenides Erwachen;Ein Festspiel;;http://www.textgridrep.org/textgrid:11g5g.0;;;;;1815;22;False;0.7506034369670733;0.3116883116883117;2.585.714.285.714.280;epimenides;6.545.454.545.454.540;6;1815;1815.0;11;22;2;9;11;;2;72;;25;1;2;6947;6642;1049;0;990;Johann;male;0;16766
131;goethe-die-laune-des-verliebten;ger000224;Q1214293;Goethe;0;Die Laune des Verliebten;Ein Schäferspiel in Versen und einem Akte;;http://www.textgridrep.org/textgrid:11fzp.0;;;;;1768;4;False;0.8333333333333333;0.8333333333333334;11.666.666.666.666.600;amine|egle;02. Mai;2;1779;1806.0;3;4;2;2;0;;1;5;1767/1768;9;3;0;5687;5586;434;0;662;Johann;male;3;16766
132;goethe-die-mitschuldigen;ger000178;Q1214841;Goethe;0;Die Mitschuldigen;Ein Lustspiel in einem Akte;Comedy;http://www.textgridrep.org/textgrid:11hb1.0;;;;;1776;4;False;1.0;1.0;1.0;several characters;3.0;1;1776;1909.0;3;4;1;3;0;;1;6;1768/1769;15;2;0;7503;7315;916;0;889;Johann;male;4;16766
133;goethe-die-natuerliche-tochter;ger000038;Q1219062;Goethe;0;Die natürliche Tochter;Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:11g3h.0;;;;;1803;11;False;0.6588744588744588;0.3272727272727272;17.636.363.636.363.600;eugenie;3.272.727.272.727.270;3;1803;1803.0;8;11;3;8;0;;1;18;1801/1803;28;3;5;20798;20565;516;0;3004;Johann;male;36;16766
134;goethe-die-wette;ger000511;Q41744079;Goethe;0;Die Wette;Ein Lustspiel in einem Akt;Comedy;https://books.google.com/books?id=Y2jfAAAAMAAJ&pg=PA119;;;;;1812;6;False;1.0;1.0;1.0;several characters;5.0;1;;1837.0;5;6;2;4;0;;1;15;1812;5;0;0;3805;3563;267;128;0;Johann;male;20;16766
135;goethe-egmont;ger000442;Q1298242;Goethe;0;Egmont;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:11g9w.0;;;;;1788;31;False;0.859848708066677;0.3655913978494624;1.648.648.648.648.640;egmont;1.096.774.193.548.380;3;1789;1788.0;24;31;3;26;2;;2;170;1775/1787;13;16;5;25839;25545;1133;820;30;Johann;male;60;16766
136;goethe-erwin-und-elmire;ger000383;Q1363635;Goethe;0;Erwin und Elmire;Ein Schauspiel mit Gesang;;http://www.textgridrep.org/textgrid:11gtp.0;;;;;1775;4;False;1.0;1.0;1.0;several characters;3.0;1;1775;1775.0;3;4;2;2;0;;1;6;1774/1775;1;4;0;6434;6357;274;195;247;Johann;male;4;16766
137;goethe-faust-der-tragoedie-zweiter-teil;ger000201;Q267510;Goethe;0;Faust. Der Tragödie zweiter Teil;In fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:11d11.0;;;;;1832;189;False;0.9449079704283292;0.1143194866599121;23.280.405.405.405.400;mephistopheles;2.149.206.349.206.340;4;1856;1832.0;98;189;73;88;28;;3;2031;1825/1831;27;7;5;47820;47516;2036;0;7583;Johann;male;0;16766
138;goethe-faust-eine-tragoedie;ger000243;Q13221881;Goethe;0;Faust;Eine Tragödie;Tragedy;http://www.textgridrep.org/textgrid:11g5q.0;;;;;1808;115;False;0.9713618643481464;0.202135774218154;17.032.520.325.203.200;faust;23.043.478.260.869.500;3;1819;1808.0;67;115;18;60;37;;3;1325;1797/1806;28;9;0;30912;30294;1338;20;4641;Johann;male;1346;16766
139;goethe-faust-in-urspruenglicher-gestalt;ger000539;Q2500544;Goethe;0;Faust [in ursprünglicher Gestalt];;;http://www.textgridrep.org/textgrid:11f7n.0;;;;;1775;15;False;0.7325925925925926;0.2857142857142857;19.619.047.619.047.600;faust;4.0;3;1918;1887.0;10;15;3;9;3;;1;30;1772/1775;20;4;0;12477;12313;756;146;1556;Johann;male;0;16766
