;name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;firstAuthorFirstname;firstAuthorGender;BDSL_autortitel;BDSL_autor
142;goethe-iphigenie-auf-tauris;ger000001;Q475063;Goethe;0;Iphigenie auf Tauris;Ein Schauspiel;;http://www.textgridrep.org/textgrid:11f78.0;;;;;1787;5;False;1.0;1.0;1.0;several characters;4.0;1;1800;1787.0;4;5;1;4;0;;1;10;;20;14;5;15153;15042;129;0;2202;Johann;male;82;16766
143;goethe-pandora;ger000575;Q2049303;Goethe;0;Pandora;Ein Festspiel;;http://www.textgridrep.org/textgrid:11fg5.0;;;;;1810;12;False;1.0;1.0;1.0;several characters;11.0;1;;1810.0;11;12;3;9;0;;1;66;1807/1808;1;2;0;7234;6982;229;0;1101;Johann;male;29;16766
144;goethe-proserpina;ger000356;Q55102470;Goethe;0;Proserpina;Ein Monodrama;;http://www.textgridrep.org/textgrid:11hb5.0;;;;;1778;2;False;0.0;1.0;1.0;die_parzen|proserpina;1.0;1;1778;1778.0;1;2;2;0;0;;1;1;;1;0;0;1221;1200;17;9;0;Johann;male;20;16766
145;goethe-satyros;ger000388;Q19226867;Goethe;0;Satyros oder der vergötterte Waldteufel;Drama;;http://www.textgridrep.org/textgrid:11gn9.0;;;;;1773;16;False;0.8824675324675324;0.6416666666666667;13.583.333.333.333.300;several characters;9.625;2;;1817.0;15;16;3;13;0;;1;77;1773;5;1;5;3119;3051;182;0;498;Johann;male;0;16766
146;goethe-stella;ger000126;Q2342072;Goethe;0;Stella;Ein Schauspiel für Liebende;;http://www.textgridrep.org/textgrid:11hdv.0;;;;;1776;10;False;0.9048412698412698;0.8444444444444444;11.555.555.555.555.500;several characters;07. Jun;2;1776;1776.0;9;10;5;5;0;;1;38;1775;5;4;5;12136;12058;667;444;0;Johann;male;33;16766
147;goethe-torquato-tasso;ger000082;Q1432001;Goethe;0;Torquato Tasso;Ein Schauspiel;;http://www.textgridrep.org/textgrid:11d2m.0;;;;;1790;5;False;1.0;1.0;1.0;several characters;4.0;1;1807;1790.0;4;5;2;3;0;;1;10;1780/1789;24;8;5;25603;25445;260;0;3476;Johann;male;83;16766
148;gotter-der-dorfjahrmarkt;ger000009;Q55102998;Gotter;0;Der Dorfjahrmarkt;Eine komische Oper in zwei Aufzügen;;http://www.textgridrep.org/textgrid:nkdt.0;;;;;1775;18;True;0.806425364758698;0.6274509803921569;13.986.928.104.575.100;lukas|fikfak;10.666.666.666.666.600;3;1775;1778.0;16;18;4;14;0;;1;96;;25;0;2;11547;11210;1474;623;226;Friedrich;male;0;12
149;gotter-die-geisterinsel;ger000061;Q60788321;Gotter;1;Die Geisterinsel;Ein Singspiel in drey Akten;;http://www.textgridrep.org/textgrid:nkdq.0;;;;;1798;13;True;0.8470529470529472;0.7692307692307693;12.307.692.307.692.300;miranda|prospero;923.076.923.076.923;2;1798;;12;13;1;10;2;;1;60;;28;1;3;13185;11699;2425;356;1079;Friedrich;male;3;12
150;gotter-medea;ger000246;Q3853644;Gotter;0;Medea;;;http://www.textgridrep.org/textgrid:nkdm.0;;;;;1775;5;True;0.7;0.7;01. Mär;medea;02. Aug;2;1775;1782.0;4;5;2;3;0;;1;7;;5;3;0;2222;2161;304;43;0;Friedrich;male;1;12
156;grabbe-die-hermannsschlacht;ger000516;Q1213366;Grabbe;0;Die Hermannsschlacht;;;http://www.textgridrep.org/textgrid:nmgc.0;;;;;1838;106;False;0.9555087487040772;0.1602875112309074;18.192.974.013.474.400;hermann;16.830.188.679.245.200;3;1936;1838.0;82;106;6;99;1;;3;892;1835/1836;17;1;0;16349;15886;1757;776;3;Christian;male;20;473
157;grabbe-don-juan-und-faust;ger000209;Q1239218;Grabbe;0;Don Juan und Faust;Eine Tragödie in vier Akten;Tragedy;http://www.textgridrep.org/textgrid:nmg0.0;;;;;1829;21;False;0.9502100840336134;0.638095238095238;13.904.761.904.761.900;faust;12.761.904.761.904.700;3;1829;1829.0;18;21;2;14;5;;1;134;1829;11;2;4;23458;23218;1462;33;3395;Christian;male;9;473
158;grabbe-hannibal;ger000393;Q1576146;Grabbe;0;Hannibal;;;http://www.textgridrep.org/textgrid:nmfv.0;;;;;1835;118;False;0.9238934990335138;0.0901057511227002;21.894.927.536.231.800;hannibal;10.542.372.881.355.900;4;1918;1835.0;40;118;11;95;12;;4;622;1834/1835;28;1;5;17658;17173;1888;927;0;Christian;male;13;473
159;grabbe-herzog-theodor-von-gothland;ger000158;Q1615219;Grabbe;0;Herzog Theodor von Gothland;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:nmg5.0;;;;;1827;61;False;0.8842960657811877;0.3262295081967213;16.737.704.918.032.700;berdoa;1.957.377.049.180.320;2;1892;1827.0;57;61;2;59;0;;1;597;1818/1822;17;1;5;43429;42944;5033;0;6988;Christian;male;16;473
160;grabbe-kaiser-friedrich-barbarossa;ger000517;Q104518654;Grabbe;0;Kaiser Friedrich Barbarossa;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:nmfs.0;;;;;1829;82;False;0.862663828740171;0.2818428184281842;18.145.137.006.925.600;kaiser_friedrich;2.282.926.829.268.290;3;1875;1829.0;71;82;3;72;7;;1;936;1829;12;0;5;22949;22460;2094;57;3150;Christian;male;1;473
161;grabbe-kaiser-heinrich-der-sechste;ger000518;Q104520895;Grabbe;0;Kaiser Heinrich der Sechste;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:nmf9.0;;;;;1830;80;False;0.8340390407447831;0.1563291139240506;2.385.486.018.641.810;koenig_heinrich_kaiser_heinrich;Dez 35;4;1875;1830.0;42;80;7;70;3;;2;494;1829;15;0;5;31255;30563;2103;251;3828;Christian;male;0;473
162;grabbe-napoleon;ger000378;Q1964966;Grabbe;0;Napoleon oder Die hundert Tage;Ein Drama in fünf Aufzügen;;http://www.textgridrep.org/textgrid:nmfn.0;;;;;1831;259;False;0.9540102381647102;0.0890126006405076;283.399.137.899.808;chassecoeur|vitry;22.965.250.965.250.900;6;1895;1831.0;106;259;23;199;37;;4;2974;1829/1831;25;1;5;38123;36630;3142;1851;124;Christian;male;0;473
163;grabbe-scherz-satire-ironie-und-tiefere-bedeutung;ger000380;Q2233825;Grabbe;0;Scherz, Satire, Ironie und tiefere Bedeutung;Ein Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:nmfg.0;;;;;1827;27;False;0.8635689300576155;0.5014245014245015;15.071.225.071.225.000;schulmeister|mollfels;13.037.037.037.037.000;3;1876;1827.0;24;27;3;24;0;;1;176;1822;14;1;3;17048;16719;1865;582;12;Christian;male;17;473
164;grillparzer-der-gastfreund;ger000513;Q104443343;Grillparzer;0;Der Gastfreund;Trauerspiel in einem Aufzuge;Tragedy;http://www.textgridrep.org/textgrid:np6j.0;;;;;1821;12;False;1.0;1.0;1.0;several characters;11.0;1;1821;1822.0;11;12;5;7;0;;1;66;1818;1;0;1;4280;4023;565;0;619;Franz;male;1;971
165;grillparzer-der-traum-ein-leben;ger000358;Q16831017;Grillparzer;0;Der Traum ein Leben;Dramatisches Märchen in vier Aufzügen;;http://www.textgridrep.org/textgrid:nns8.0;;;;;1834;17;False;0.8952991452991453;0.6323529411764706;13.676.470.588.235.200;zanga|rustan|guelnare;10.117.647.058.823.500;2;1834;1840.0;16;17;4;13;0;;1;86;1817/1830;4;1;4;18707;18412;3436;0;2914;Franz;male;13;971
166;grillparzer-des-meeres-und-der-liebe-wellen;ger000010;Q48929649;Grillparzer;0;Des Meeres und der Liebe Wellen;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:npsg.0;;;;;1831;11;False;1.0;1.0;1.0;several characters;10.0;1;1831;1840.0;10;11;3;7;1;;1;55;1826/1829;5;0;5;19626;19301;2718;0;2452;Franz;male;12;971
167;grillparzer-die-ahnfrau;ger000444;Q1210952;Grillparzer;0;Die Ahnfrau;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:nsv5.0;;;;;1817;10;False;0.9071428571428573;0.8666666666666667;11.333.333.333.333.300;guenther|jaromir|hauptmann;07. Aug;2;1817;1817.0;9;10;2;7;1;;1;39;1816;5;2;5;19045;18884;1430;0;3442;Franz;male;8;971
168;grillparzer-die-argonauten;ger000514;Q104443346;Grillparzer;0;Die Argonauten;Trauerspiel in vier Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:np6j.0;;;;;1821;17;False;0.866955756661639;0.5661764705882353;14.338.235.294.117.600;medea;9.058.823.529.411.760;2;1821;1822.0;16;17;5;11;1;;1;77;1818/1819;9;0;4;15827;15476;2566;0;2172;Franz;male;1;971
169;grillparzer-die-juedin-von-toledo;ger000170;Q1213719;Grillparzer;0;Die Jüdin von Toledo;Historisches Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:ns3r.0;;;;;1851;16;False;0.8502379564879565;0.65;Jan 35;koenig|garceran;Sep 75;2;1872;1872.0;15;16;5;10;1;;1;78;1839/1851;5;4;5;16965;16716;1956;0;2144;Franz;male;36;971
170;grillparzer-ein-bruderzwist-in-habsburg;ger000121;Q1304349;Grillparzer;0;Ein Bruderzwist in Habsburg;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:ns9c.0;;;;;1848;44;False;0.8476657598031917;0.2780126849894291;1.831.923.890.063.420;klesel|leopold;11.954.545.454.545.400;3;1872;1872.0;30;44;1;41;2;;1;263;1848;12;1;5;25676;25287;3271;0;3205;Franz;male;14;971
171;grillparzer-ein-treuer-diener-seines-herrn;ger000372;Q28648395;Grillparzer;0;Ein treuer Diener seines Herrn;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:nvk1.0;;;;;1828;37;False;0.8847414064805369;0.4219219219219219;1.578.078.078.078.070;bancbanus|otto;1.518.918.918.918.910;2;1828;1830.0;36;37;6;29;2;;1;281;1826/1827;5;1;5;20229;19954;3152;0;2475;Franz;male;4;971
172;grillparzer-koenig-ottokars-glueck-und-ende;ger000286;Q168201;Grillparzer;0;König Ottokars Glück und Ende;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:nttc.0;;;;;1825;55;False;0.8873605900559753;0.4693602693602693;15.306.397.306.397.300;several characters;25.345.454.545.454.500;2;1825;1825.0;54;55;7;44;4;;1;697;1823;5;5;5;27076;26730;3706;0;3424;Franz;male;17;971
173;grillparzer-libussa;ger000512;Q48929803;Grillparzer;0;Libussa;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:ntqj.0;;;;;1848;32;False;0.9150249841695198;0.5705645161290323;14.294.354.838.709.600;libussa;176.875;2;1874;1872.0;31;32;12;20;0;;1;283;1825/1848;15;0;5;22259;21733;2451;0;2808;Franz;male;27;971
174;grillparzer-medea;ger000515;Q104443347;Grillparzer;0;Medea;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:np6j.0;;;;;1821;12;False;0.8673039923039924;0.696969696969697;1.303.030.303.030.300;jason|koenig;7.666.666.666.666.660;2;1821;1822.0;11;12;5;7;0;;1;46;1819/1820;6;0;5;19495;19247;1383;0;2665;Franz;male;20;971
175;grillparzer-sappho;ger000108;Q1242002;Grillparzer;0;Sappho;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:nv2j.0;;;;;1818;10;False;0.8047619047619048;0.5777777777777777;14.444.444.444.444.400;melitta;05. Feb;3;1818;1819.0;8;10;4;4;2;;1;26;1817;33;3;5;16807;16394;1381;0;2320;Franz;male;10;971
176;grillparzer-weh-dem-der-luegt;ger000136;Q2554350;Grillparzer;0;Weh dem, der lügt!;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:npm2.0;;;;;1838;16;False;0.8743395493395494;0.7166666666666667;12.833.333.333.333.300;leon;Okt 75;2;1838;1840.0;15;16;1;15;0;;1;86;;5;1;5;17933;17583;2499;0;2234;Franz;male;13;971
185;guenderode-magie-und-schicksal;ger000440;Q56254770;Günderode;0;Magie und Schicksal;Drama in drei Akten;;http://www.textgridrep.org/textgrid:pb4c.0;;;;;1805;9;False;0.9722222222222222;0.9722222222222222;10.277.777.777.777.700;several characters;7.777.777.777.777.770;2;;1805.0;8;9;3;6;0;;1;35;;3;0;3;8747;8678;360;0;1152;Karoline;female;0;178
186;guenderode-nikator;ger000125;Q56254778;Günderode;0;Nikator;Eine dramatische Skizze in drei Akten;;http://www.textgridrep.org/textgrid:pb6v.0;;;;;1805;7;False;0.923809523809524;0.9047619047619048;10.952.380.952.380.900;several characters;5.428.571.428.571.420;2;;1805.0;6;7;2;5;0;;1;19;;3;0;3;3936;3882;102;0;509;Karoline;female;0;178
187;guenderode-udohla;ger000293;Q56254774;Günderode;0;Udohla;Drama in zwei Akten;;http://www.textgridrep.org/textgrid:pb0f.0;;;;;1805;7;False;1.0;1.0;1.0;several characters;6.0;1;;1805.0;6;7;2;5;0;;1;21;;2;0;2;5588;5534;177;0;742;Karoline;female;2;178
188;gutzkow-das-urbild-des-tartueffe;ger000019;Q56254645;Gutzkow;0;Das Urbild des Tartüffe;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:p5c7.0;;;;;1844;17;False;0.7591637121048885;0.4779411764705882;15.808.823.529.411.700;moliere;7.647.058.823.529.410;3;1844;1847.0;13;17;3;14;0;;1;65;;35;0;5;23948;22110;1632;984;7;Karl;male;0;307
189;gutzkow-richard-savage;ger000006;Q56254719;Gutzkow;0;Richard Savage oder Der Sohn einer Mutter;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:p5c8.0;;;;;1839;28;False;0.787224283652855;0.3015873015873015;1.915.343.915.343.910;savage;8.142.857.142.857.140;4;1839;1842.0;22;28;3;24;1;;1;114;1839;30;0;5;20964;20002;1855;480;25;Karl;male;0;307
190;gutzkow-uriel-acosta;ger000042;Q56254763;Gutzkow;0;Uriel Acosta;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:p5cg.0;;;;;1846;17;False;0.7440879382055853;0.3676470588235294;1.661.764.705.882.350;uriel;5.882.352.941.176.470;3;1846;1847.0;15;17;2;13;2;;1;50;1846;28;0;5;17379;15869;1488;0;2193;Karl;male;2;307
191;gutzkow-zopf-und-schwert;ger000045;Q52743932;Gutzkow;0;Zopf und Schwert;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:p5bz.0;;;;;1844;26;False;0.8092614461958353;0.32;1.843.076.923.076.920;koenig;8.0;3;1844;1844.0;18;26;5;18;3;;1;104;1843;34;0;5;22747;20892;2569;1004;0;Karl;male;0;307
192;haffner-die-fledermaus;ger000329;Q464930;Haffner;1;Die Fledermaus;Operette in drei Aufzügen;;http://www.textgridrep.org/textgrid:pgp7.0;;;;;1874;29;True;0.8758079381712304;0.7093596059113301;13.152.709.359.605.900;chor_der_gaeste_alle;1.986.206.896.551.720;3;1874;;26;29;11;17;1;;1;288;;41;35;3;16654;15972;1743;759;1023;Karl;male;0;3
193;hafner-der-furchtsame;ger000005;Q56256336;Hafner;0;Der Furchtsame;Ein Lustspiel in drey Aufzügen;Comedy;http://www.textgridrep.org/textgrid:pgph.0;;;;;1764;9;False;1.0;1.0;1.0;several characters;8.0;1;1764;1764.0;8;9;2;7;0;;1;36;;43;0;3;21770;21268;1862;597;0;Philipp;male;0;14
194;hafner-maegera-die-foerchterliche-hexe;ger000002;Q56256362;Hafner;0;Mägera, die förchterliche Hexe oder Das bezauberte Schloß des Herrn von Einhorn;Ein neues Zauberlustspiel;Comedy;http://www.textgridrep.org/textgrid:pgpm.0;;;;;1763;10;False;0.9166666666666669;0.7777777777777778;12.222.222.222.222.200;odoardo|riepel|anselmo;7.0;2;1762/1763;1764.0;9;10;3;7;0;;1;35;;40;0;3;22862;22077;2712;564;270;Philipp;male;0;14
195;halm-der-sohn-der-wildnis;ger000113;Q56256383;Halm;0;Der Sohn der Wildnis;Dramatisches Gedicht in fünf Akten;;http://www.textgridrep.org/textgrid:pj2h.0;;;;;1842;18;False;0.8646521778874718;0.6209150326797386;13.790.849.673.202.600;parthenia;10.555.555.555.555.500;2;1842;1843.0;17;18;3;15;0;;1;95;;5;0;5;21664;21322;2226;0;2890;Friedrich;male;0;15
196;hartleben-die-sittliche-forderung;ger000350;Q56395700;Hartleben;0;Die sittliche Forderung;;Comedy;http://www.textgridrep.org/textgrid:pk02.0;;;;;1896;3;False;1.0;1.0;1.0;berta|rita|friedrich;2.0;1;1896;1897.0;2;3;2;1;0;;1;3;;1;0;0;5423;5318;949;257;16;Otto;male;0;11
197;hartleben-hanna-jagert;ger000099;Q56395724;Hartleben;0;Hanna Jagert;Komödie;Comedy;http://www.textgridrep.org/textgrid:pk6x.0;;;;;1893;18;False;0.8978609625668449;0.5294117647058824;14.705.882.352.941.100;hanna;9.0;2;1893;1893.0;17;18;6;11;1;;1;81;;3;0;3;20487;20186;3798;768;0;Otto;male;0;11
198;hartleben-rosenmontag;ger000114;Q56395736;Hartleben;0;Rosenmontag;Eine Offiziers-Tragödie;Tragedy;http://www.textgridrep.org/textgrid:pjw6.0;;;;;1898;24;False;0.8283825884154833;0.4710144927536231;1.572.463.768.115.940;moritz;10.833.333.333.333.300;3;1900;1898.0;20;24;0;24;0;;1;130;1899;31;1;5;25994;24770;6141;1132;14;Otto;male;0;11
199;hasenclever-der-sohn;ger000492;Q1196915;Hasenclever;0;Der Sohn;Ein Drama in fünf Akten;;https://www.gutenberg.org/ebooks/61578;;;;;1914;11;False;0.506060606060606;0.2363636363636363;20.444.444.444.444.400;der_sohn;2.363.636.363.636.360;3;1916;1914.0;6;11;2;9;0;;2;13;1913;25;3;5;24309;23660;2321;761;161;Walter;male;8;144
200;hauptmann-carl-der-antiquar;ger000239;Q56395781;Hauptmann;0;Der Antiquar;Komödie in einem Akt;Comedy;http://www.textgridrep.org/textgrid:pkjc.0;;;;;1909;4;False;1.0;1.0;1.0;several characters;3.0;1;1910;1909.0;3;4;1;3;0;;1;6;;1;0;1;7918;7794;1825;226;0;Carl;male;0;279
201;hauptmann-carl-die-armseligen-besenbinder;ger000059;Q56439772;Hauptmann;0;Die armseligen Besenbinder;Altes Märchen in fünf Akten;;http://www.textgridrep.org/textgrid:pkhm.0;;;;;1913;35;False;0.8299666907741442;0.280672268907563;19.260.504.201.680.600;der_gendarm;9.542.857.142.857.140;4;1913;1913.0;27;35;11;22;2;;1;167;;35;0;5;18507;17257;4376;500;16;Carl;male;0;279
202;hauptmann-carl-ephraims-breite;ger000104;Q56448129;Hauptmann;0;Ephraims Breite;Schauspiel in fünf Akten;;http://www.textgridrep.org/textgrid:pkj2.0;;;;;1900;27;False;0.8171693535986622;0.5470085470085471;14.814.814.814.814.800;bauer|kretschmer|huhndorf;1.422.222.222.222.220;3;1900;1900.0;22;27;12;13;2;;1;192;1899;35;0;5;21725;21005;4276;846;0;Carl;male;2;279
203;hauptmann-carl-frau-nadja-bielew;ger000060;Q56448086;Hauptmann;0;Frau Nadja Bielew;Tragischer Akt;Tragedy;http://www.textgridrep.org/textgrid:pkhc.0;;;;;1909;4;False;1.0;1.0;1.0;several characters;3.0;1;;1909.0;3;4;3;1;0;;1;6;;1;0;1;6713;6586;1599;193;0;Carl;male;0;279
204;hauptmann-carl-gaukler-tod-und-juwelier;ger000406;Q56448040;Hauptmann;0;Gaukler, Tod und Juwelier;Spiel in fünf Akten;;http://www.textgridrep.org/textgrid:pkh4.0;;;;;1917;30;False;0.747207691689116;0.4298850574712644;17.448.275.862.068.900;mander;12.466.666.666.666.600;4;1920;1917.0;22;30;17;13;0;;1;187;;54;0;5;17631;16576;3868;431;25;Carl;male;0;279
205;hauptmann-carl-im-goldenen-tempel-buche-verzeichnet;ger000288;Q56448140;Hauptmann;0;Im goldenen Tempel-Buche verzeichnet;(Nach einer japanischen Skizze) / Dichtung in drei Vorgängen / (Hinter Schleiern zu spielen);;http://www.textgridrep.org/textgrid:pkj1.0;;;;;1909;9;False;0.8587301587301588;0.6944444444444444;13.055.555.555.555.500;giwau|hotoke;5.555.555.555.555.550;2;1910;1909.0;8;9;6;3;0;;1;25;;3;0;3;5547;5184;1451;0;604;Carl;male;0;279
206;hauptmann-carl-musik;ger000448;Q56447962;Hauptmann;0;Musik;Spiel in vier Akten;;http://www.textgridrep.org/textgrid:pkhv.0;;;;;1918;34;False;0.9732969076958848;0.4598930481283422;12.321.428.571.428.500;der_domorganist;15.176.470.588.235.200;2;;1918.0;24;34;5;13;16;;2;258;;32;0;4;10120;9553;2540;292;20;Carl;male;8;279
207;hauptmann-carl-tobias-buntschuh;ger000385;Q56447803;Hauptmann;0;Tobias Buntschuh;Eine burleske Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pkhg.0;;;;;1916;24;False;0.6808381433381433;0.2246376811594203;19.047.619.047.619.000;clown_odebrecht;5.166.666.666.666.660;3;;1916.0;15;24;4;19;0;;3;62;;62;0;5;19248;17808;4235;497;27;Carl;male;2;279
208;hauptmann-die-ratten;ger000477;Q1215655;Hauptmann;0;Die Ratten;Berliner Tragikomödie;Tragicomedy;https://www.projekt-gutenberg.org/hauptmag/ratten/index.html;;;;;1911;18;False;0.8873800491447551;0.7647058823529411;12.352.941.176.470.500;several characters;13.0;2;1911;1911.0;17;18;8;10;0;;1;117;1910;5;6;5;32222;29755;5227;967;40;Gerhart;male;21;1511
209;hauptmann-florian-geyer;ger000504;Q27992230;Hauptmann;0;Florian Geyer;Die Tragödie des Bauernkrieges;Tragedy;https://www.projekt-gutenberg.org/hauptmag/floriang/index.html;;;;;1896;91;False;0.9010377613689216;0.3111111111111111;178.021.978.021.978;florian_geyer;28.0;3;1896;1896.0;79;91;4;87;0;;1;1274;1894/1895;6;1;5;38387;35862;4467;1497;62;Gerhart;male;3;1511
210;hauptmann-gabriel-schillings-flucht;ger000510;Q101228999;Hauptmann;0;Gabriel Schillings Flucht;Drama;;https://www.gutenberg.org/ebooks/45009;;;;;1912;14;False;0.9075091575091576;0.8351648351648352;1.164.835.164.835.160;several characters;10.857.142.857.142.800;2;1912;1912.0;13;14;5;9;0;;1;76;1905/1906;5;0;5;21924;18767;4747;782;6;Gerhart;male;1;1511
211;hauptmann-vor-sonnenaufgang;ger000509;Q1593312;Hauptmann;0;Vor Sonnenaufgang;Soziales Drama;;https://www.gutenberg.org/ebooks/52218;;;;;1889;18;False;0.8875520539736227;0.7581699346405228;12.418.300.653.594.700;loth|hoffmann|helene;1.288.888.888.888.880;2;1889;1889.0;17;18;8;10;0;;1;116;1889;5;3;5;26811;24076;6459;1149;3;Gerhart;male;23;1511
212;hebbel-agnes-bernauer;ger000043;Q394468;Hebbel;0;Agnes Bernauer;Ein deutsches Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:pksn.0;;;;;1852;31;False;0.8515496904196594;0.3483870967741935;1.696.774.193.548.380;albrecht;10.451.612.903.225.800;3;1852;1855.0;25;31;3;27;1;;1;162;;63;1;5;25845;25299;2062;909;3;Friedrich;male;24;855
213;hebbel-demetrius;ger000253;Q55723869;Hebbel;0;Demetrius;;;http://www.textgridrep.org/textgrid:pmfw.0;Hanser;München;1964.0;125.0;1864;28;False;0.7280080091170317;0.2724867724867725;18.994.708.994.708.900;demetrius;7.357.142.857.142.850;3;1869;1864.0;19;28;6;19;3;;1;103;1863;78;0;5;27254;26806;1224;0;3951;Friedrich;male;13;855
214;hebbel-der-diamant;ger000179;Q56422588;Hebbel;0;Der Diamant;Eine Komödie in fünf Akten;Comedy;http://www.textgridrep.org/textgrid:pm99.0;;;;;1847;23;False;0.9154589371980676;0.2924901185770751;13.302.752.293.577.900;jacob|der_prinz;6.434.782.608.695.650;3;1848;1847.0;12;23;9;14;0;;3;74;1841;29;0;5;23647;22838;1251;585;459;Friedrich;male;4;855
215;hebbel-der-gehoernte-siegfried;ger000016;Q56448206;Hebbel;0;Der gehörnte Siegfried;Vorspiel in einem Akt;;http://www.textgridrep.org/textgrid:pkng.0;Hanser;München;1964.0;22.0;1861;9;False;0.7185185185185186;0.5555555555555556;10.909.090.909.090.900;several characters;4.444.444.444.444.440;2;1861;1862.0;6;9;2;7;0;;2;20;;4;0;0;5117;5032;98;0;694;Friedrich;male;0;855
216;hebbel-der-rubin;ger000325;Q56439266;Hebbel;0;Der Rubin;Ein Märchen-Lustspiel in drei Akten;Comedy;http://www.textgridrep.org/textgrid:pm7m.0;;;;;1849;17;False;0.7475152298681711;0.5;15.514.705.882.352.900;assad;8.0;3;1849;1851.0;14;17;1;15;1;;1;68;1849;23;0;3;12351;12011;1265;0;1732;Friedrich;male;2;855
217;hebbel-genoveva;ger000327;Q56438347;Hebbel;0;Genoveva;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pmtc.0;;;;;1843;19;False;0.8425349246556678;0.4385964912280701;15.614.035.087.719.200;golo;7.894.736.842.105.260;2;1849;1843.0;17;19;3;15;1;;1;75;;44;0;5;33896;33087;2804;0;4511;Friedrich;male;8;855
218;hebbel-gyges-und-sein-ring;ger000238;Q56439734;Hebbel;0;Gyges und sein Ring;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pmj9.0;Hanser;München;1964.0;66.0;1856;9;False;0.9722222222222222;0.9722222222222222;10.277.777.777.777.700;several characters;7.777.777.777.777.770;2;1889;1856.0;8;9;3;5;1;;1;35;;5;0;5;16211;16073;512;0;2290;Friedrich;male;0;855
219;hebbel-herodes-und-mariamne;ger000101;Q56448192;Hebbel;0;Herodes und Mariamne;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pmgg.0;;;;;1849;27;False;0.8421874542789575;0.2962962962962963;19.173.789.173.789.100;herodes|titus;7.703.703.703.703.700;4;1849;1850.0;18;27;3;23;1;;1;104;;35;0;5;26986;26689;1028;0;3804;Friedrich;male;0;855
220;hebbel-judith;ger000324;Q1711004;Hebbel;0;Judith;Eine Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pn2n.0;;;;;1840;59;False;0.9541372916404028;0.3699590882524839;1.630.040.911.747.510;achior;2.145.762.711.864.400;2;1840;1841.0;53;59;7;50;2;;1;633;;7;3;5;22494;21841;1252;613;0;Friedrich;male;31;855
221;hebbel-kriemhilds-rache;ger000160;Q56448247;Hebbel;0;Kriemhilds Rache;Ein Trauerspiel in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:pm1c.0;Hanser;München;1964.0;103.0;1861;21;False;0.7700385593242738;0.5333333333333333;14.952.380.952.380.900;hagen;10.666.666.666.666.600;3;1861;1862.0;18;21;4;17;0;;1;112;;72;0;5;23439;22796;1496;0;3271;Friedrich;male;0;855
222;hebbel-maria-magdalene;ger000309;Q1896129;Hebbel;0;Maria Magdalene;Ein bürgerliches Trauerspiel in drei Akten;Tragedy;http://www.textgridrep.org/textgrid:pkx0.0;;;;;1844;11;False;0.7545454545454546;0.5636363636363636;14.363.636.363.636.300;klara;5.636.363.636.363.630;2;1846;1844.0;10;11;3;8;0;;1;31;;24;5;3;25317;16974;706;455;16;Friedrich;male;3;855
